,Document Name,Category,Original Metadata,Metadata Match,Context,Possible Matches
1315,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"If there are exceptions to this rule the identity of each party must delivered to and approved by Customer prior to the implementation of any exception.Changes to this exception list due to the deletion or addition of parties excepted by this rule must be formally requested by MetricStream and approved by Customer before the exception can be implemented.1 Page 5    MetricStream Exhibit C Acceptance Use and Operation Policies ACCEPTABLE USE POLICY (“Policies"") This Acceptable Use Policy specifies the actions prohibited by Metric Stream, Inc. to Users of the Cloud Application.",[]
1339,FHLB_Chicago_2016_Renewal.pdf,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"Use of the Cloud Application for transmission, distribution, retrieval, or storage of any information, data, or other material in violation of any applicable law or regulation (including, where applicable any tariff or treaty) is prohibited.This includes, without limitation, the use or transmission of any data or material protected by copyright, trademark, trade secret, patent, or other intellectual property right without proper authorization and the transmission of any material that constitutes an illegal threat, violates export control laws, or is obscene, defamatory, or otherwise unlawful, Network and System Security Violations of system or network security are prohibited, and may result in criminal and civil liability.Metric Stream will investigate incidents involving such violations and may involve and will cooperate with law enforcement if a criminal violation is suspected.",[]
1347,FHLB_Chicago_2016_Renewal.pdf,Agreement,breach,breach,"Metric Stream will investigate incidents involving such violations and may involve and will cooperate with law enforcement if a criminal violation is suspected.Examples of system or network security violations include, without limitation, the following: Unauthorized access to or use of data, systems or networks, including any attempt to probe, scan or test the vulnerability of a system or network or to breach security or authentication measures without express authorization of the owner of the system or network.Unauthorized probing and/or scanning of any system without prior consent of the owner or system administrator.",[]
1365,FHLB_Chicago_2016_Renewal.pdf,Agreement,breach,breach,"Cross-posting and/or off topic messages, including commercial messages, is explicitly prohibited.Nothing contained in this policy shall be construed to limit Metric Stream’s actions or remedies in any way with respect to any of the foregoing activities, and MetricStream reserves the right to take any and all additional actions it may deem appropriate with respect to such activities, including without liimitation taking action to recover the costs and expenses of identifying offenders and removing them from the Metric Stream service, and levying cancellation charges to cover Metric Stream costs in the event of disconnection of dedicated access for the causes outlined above.If you become aware of any violation of these Policies by any person, including Users that have accessed the Service through your account, please notify us at support meiriostream.com.",[]
1370,FHLB_Chicago_2016_Renewal.pdf,Product,total users,total users,"Nothing contained in this policy shall be construed to limit Metric Stream’s actions or remedies in any way with respect to any of the foregoing activities, and MetricStream reserves the right to take any and all additional actions it may deem appropriate with respect to such activities, including without liimitation taking action to recover the costs and expenses of identifying offenders and removing them from the Metric Stream service, and levying cancellation charges to cover Metric Stream costs in the event of disconnection of dedicated access for the causes outlined above.If you become aware of any violation of these Policies by any person, including Users that have accessed the Service through your account, please notify us at support meiriostream.com.We will notify you, our Customer, of complaints received by us regarding each incident of alleged violation of these Policies by your Users of the Service.",[]
1378,FHLB_Chicago_2016_Renewal.pdf,Product,total users,total users,"If you become aware of any violation of these Policies by any person, including Users that have accessed the Service through your account, please notify us at support meiriostream.com.We will notify you, our Customer, of complaints received by us regarding each incident of alleged violation of these Policies by your Users of the Service.You agree to promptly investigate all such complaints and take all necessary actions to remedy any actual violations of these Policies, Wc may identify to the complainant that you are investigating the complaint and may provide the complainant with the necessary information to contact you directly to resolve the complaint.",[]
1387,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Statement of Work,"We also reserve the right to install and use, or to have you install and use, any appropriate devices to prevent violations of these Policies, including devices designed to filter or terminate access to the Cloud Application provided by us.*** ..... Page 7    MetricStream Exhibit D: Statement of Work (SOW) Template For Federal Home Loan Bank of Chicago Submitted By Metric Stream, Inc. 2600 East Bayshore Road Palo Alto, CA 94303 Email: kreindl@metricstream.com Date Submitted to Federal Home Loan Bank of Chicago 200 E Randolph Drive, Floor Chicago, IL 60601 Email: Confidentiality Notice This document constitutes confidential information and contains proprietary information belonging to both parties.Page 8    MetricStream Statement of Work (""SOW"") to Application Service Provider Agreement, dated November 15, 2016 Between MetricStream, Inc. (""Metric Stream"" or ""Company"") and Federal Home Loan Bank of Chicago (“Bank” or “Customer"") (the ""Agreement"") This Statement of Work (""SOW"") is entered into pursuant to the Agreement.","['the ""Agreement""']"
1396,FHLB_Chicago_2016_Renewal.pdf,Date,Term End Date,Term End Date,"We also reserve the right to install and use, or to have you install and use, any appropriate devices to prevent violations of these Policies, including devices designed to filter or terminate access to the Cloud Application provided by us.*** ..... Page 7    MetricStream Exhibit D: Statement of Work (SOW) Template For Federal Home Loan Bank of Chicago Submitted By Metric Stream, Inc. 2600 East Bayshore Road Palo Alto, CA 94303 Email: kreindl@metricstream.com Date Submitted to Federal Home Loan Bank of Chicago 200 E Randolph Drive, Floor Chicago, IL 60601 Email: Confidentiality Notice This document constitutes confidential information and contains proprietary information belonging to both parties.Page 8    MetricStream Statement of Work (""SOW"") to Application Service Provider Agreement, dated November 15, 2016 Between MetricStream, Inc. (""Metric Stream"" or ""Company"") and Federal Home Loan Bank of Chicago (“Bank” or “Customer"") (the ""Agreement"") This Statement of Work (""SOW"") is entered into pursuant to the Agreement.","['November 15, 2016']"
1399,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Statement of Work,"*** ..... Page 7    MetricStream Exhibit D: Statement of Work (SOW) Template For Federal Home Loan Bank of Chicago Submitted By Metric Stream, Inc. 2600 East Bayshore Road Palo Alto, CA 94303 Email: kreindl@metricstream.com Date Submitted to Federal Home Loan Bank of Chicago 200 E Randolph Drive, Floor Chicago, IL 60601 Email: Confidentiality Notice This document constitutes confidential information and contains proprietary information belonging to both parties.Page 8    MetricStream Statement of Work (""SOW"") to Application Service Provider Agreement, dated November 15, 2016 Between MetricStream, Inc. (""Metric Stream"" or ""Company"") and Federal Home Loan Bank of Chicago (“Bank” or “Customer"") (the ""Agreement"") This Statement of Work (""SOW"") is entered into pursuant to the Agreement.In the event of any inconsistencies between the terms outlined in this SOW and the Agreement, the terms of the Agreement shall govern except that a term in this SOW that specifically references a conflicting term or condition of the Agreement will control solely with respect to the services covered under such SOW.","['the ""Agreement""']"
1414,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Page 8    MetricStream Statement of Work (""SOW"") to Application Service Provider Agreement, dated November 15, 2016 Between MetricStream, Inc. (""Metric Stream"" or ""Company"") and Federal Home Loan Bank of Chicago (“Bank” or “Customer"") (the ""Agreement"") This Statement of Work (""SOW"") is entered into pursuant to the Agreement.In the event of any inconsistencies between the terms outlined in this SOW and the Agreement, the terms of the Agreement shall govern except that a term in this SOW that specifically references a conflicting term or condition of the Agreement will control solely with respect to the services covered under such SOW.All capitalized terms not otherwise defined herein shall have the meanings given to such terms in the Services Agreement.","['the ""Agreement""', 'the Services Agreement']"
1418,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"In the event of any inconsistencies between the terms outlined in this SOW and the Agreement, the terms of the Agreement shall govern except that a term in this SOW that specifically references a conflicting term or condition of the Agreement will control solely with respect to the services covered under such SOW.All capitalized terms not otherwise defined herein shall have the meanings given to such terms in the Services Agreement.This SOW may be changed only by a written agreement signed by an authorized representative of Metric Stream and of Customer.",['the Services Agreement']
1426,FHLB_Chicago_2016_Renewal.pdf,Date,Fully Executed Date,Fully Executed Date,This SOW may be changed only by a written agreement signed by an authorized representative of Metric Stream and of Customer.Project Overview 1.1 Project Namie 1.2 Application Functionality 1.3 Deliverables The Deliverables under this SOW are the following: 1.4 Project Approach Metric Stream shall execute this project with the following approach; 1.5 Project Timeline -f ***Updated table to be provided by Metric Stream) This timeline represents an estimate based on the parties current understanding and is subject to change by mutual agreement of the parties.The final implementation plan may be inodified by the parties at the end of requirement analysis.,[]
1433,FHLB_Chicago_2016_Renewal.pdf,Address,Corporate Address,Corporate Address,"1.6 Project Scope Scope Inclusions Scope Exclusions 2.Project Assumptions Assumptions for this project include: A change control process (the ""Change Request"" process) shall be in place to address any specific changes.Any changes shall be incorporated only after Metric Stream and Customer agree on the impact of the changes to the project plan, resources and costs.",[]
1434,FHLB_Chicago_2016_Renewal.pdf,Address,"Corporate Address, Customer Corporate Address","Corporate Address, Customer Corporate Address","1.6 Project Scope Scope Inclusions Scope Exclusions 2.Project Assumptions Assumptions for this project include: A change control process (the ""Change Request"" process) shall be in place to address any specific changes.Any changes shall be incorporated only after Metric Stream and Customer agree on the impact of the changes to the project plan, resources and costs.",[]
1469,FHLB_Chicago_2016_Renewal.pdf,Fee,Platform Fee,Platform Fee,"The templates shall be the property of the party that provides the agreed upon template.While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.",[]
1470,FHLB_Chicago_2016_Renewal.pdf,Fee,Support Fee,Support Fee,"The templates shall be the property of the party that provides the agreed upon template.While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.",[]
1472,FHLB_Chicago_2016_Renewal.pdf,Legal,SLA,SLA,"The templates shall be the property of the party that provides the agreed upon template.While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.",[]
1474,FHLB_Chicago_2016_Renewal.pdf,Legal,SLA,SLA,"While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.Metric Stream is anticipating using resources from both US and India to complete this project.",[]
1476,FHLB_Chicago_2016_Renewal.pdf,Financial,Payment term,Payment term,"Metric Stream is anticipating using resources from both US and India to complete this project.Adequacy of Services and Reliance MetricStream represents and warrants that the Services and Deliverables set forth in this SOW are adequate to complete the project based upon the representations of the Customer, and acknowledges and agrees that the Customer has relied on MetricStream's expertise in determining the appropriate Services and Deliverables to complete the project and the scope as set forth in this SOW.Payment Terms Fees Travel and lodging will be billed as set forth in Professional Service fees for this project will be fixed at $ Section 6 of the Agreement.",[]
1477,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Metric Stream is anticipating using resources from both US and India to complete this project.Adequacy of Services and Reliance MetricStream represents and warrants that the Services and Deliverables set forth in this SOW are adequate to complete the project based upon the representations of the Customer, and acknowledges and agrees that the Customer has relied on MetricStream's expertise in determining the appropriate Services and Deliverables to complete the project and the scope as set forth in this SOW.Payment Terms Fees Travel and lodging will be billed as set forth in Professional Service fees for this project will be fixed at $ Section 6 of the Agreement.",[]
1481,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Master Service Agreement,"Adequacy of Services and Reliance MetricStream represents and warrants that the Services and Deliverables set forth in this SOW are adequate to complete the project based upon the representations of the Customer, and acknowledges and agrees that the Customer has relied on MetricStream's expertise in determining the appropriate Services and Deliverables to complete the project and the scope as set forth in this SOW.Payment Terms Fees Travel and lodging will be billed as set forth in Professional Service fees for this project will be fixed at $ Section 6 of the Agreement.Should Customer request additional services outside the scope of this implementation, MetricStream and Customer shall mutually agree on the additional effort using our change control process.",[]
1491,FHLB_Chicago_2016_Renewal.pdf,Financial,Payment term,Payment term,"Adequacy of Services and Reliance MetricStream represents and warrants that the Services and Deliverables set forth in this SOW are adequate to complete the project based upon the representations of the Customer, and acknowledges and agrees that the Customer has relied on MetricStream's expertise in determining the appropriate Services and Deliverables to complete the project and the scope as set forth in this SOW.Payment Terms Fees Travel and lodging will be billed as set forth in Professional Service fees for this project will be fixed at $ Section 6 of the Agreement.Should Customer request additional services outside the scope of this implementation, MetricStream and Customer shall mutually agree on the additional effort using our change control process.",[]
1492,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Adequacy of Services and Reliance MetricStream represents and warrants that the Services and Deliverables set forth in this SOW are adequate to complete the project based upon the representations of the Customer, and acknowledges and agrees that the Customer has relied on MetricStream's expertise in determining the appropriate Services and Deliverables to complete the project and the scope as set forth in this SOW.Payment Terms Fees Travel and lodging will be billed as set forth in Professional Service fees for this project will be fixed at $ Section 6 of the Agreement.Should Customer request additional services outside the scope of this implementation, MetricStream and Customer shall mutually agree on the additional effort using our change control process.",[]
1524,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Expenses relating to authorized travel and related lodging shall be billed as incurred No.Milestones % Fees Total 100% MetricStream shall submit invoices to Customer and Customer will pay MetricStream within thirty (30) days of receipt of invoice, in accordance with Section 6 of the Agreement.if Customer reasonably determines that progress on any Services or Deliverables was not met, it shall be entitled to withhold payment of fees, provided that Customer shall promptly pay Metric Stream such withheld fees upon MetrieStream's completion and Customer's acceptance of such Services or Deliverables.",['Section 6']
1537,FHLB_Chicago_2016_Renewal.pdf,Financial,Payment term,Payment term,"Milestones % Fees Total 100% MetricStream shall submit invoices to Customer and Customer will pay MetricStream within thirty (30) days of receipt of invoice, in accordance with Section 6 of the Agreement.if Customer reasonably determines that progress on any Services or Deliverables was not met, it shall be entitled to withhold payment of fees, provided that Customer shall promptly pay Metric Stream such withheld fees upon MetrieStream's completion and Customer's acceptance of such Services or Deliverables.Acceptance and Acceptance Criteria Acceptance criteria at each milestone as suinmarized below.",[]
1538,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Milestones % Fees Total 100% MetricStream shall submit invoices to Customer and Customer will pay MetricStream within thirty (30) days of receipt of invoice, in accordance with Section 6 of the Agreement.if Customer reasonably determines that progress on any Services or Deliverables was not met, it shall be entitled to withhold payment of fees, provided that Customer shall promptly pay Metric Stream such withheld fees upon MetrieStream's completion and Customer's acceptance of such Services or Deliverables.Acceptance and Acceptance Criteria Acceptance criteria at each milestone as suinmarized below.",['Section 6']
1540,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Milestones % Fees Total 100% MetricStream shall submit invoices to Customer and Customer will pay MetricStream within thirty (30) days of receipt of invoice, in accordance with Section 6 of the Agreement.if Customer reasonably determines that progress on any Services or Deliverables was not met, it shall be entitled to withhold payment of fees, provided that Customer shall promptly pay Metric Stream such withheld fees upon MetrieStream's completion and Customer's acceptance of such Services or Deliverables.Acceptance and Acceptance Criteria Acceptance criteria at each milestone as suinmarized below.",['Section 6']
1542,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Acceptance and Acceptance Criteria Acceptance criteria at each milestone as suinmarized below.Compliance with all technical and functional specifications and requirements, including successful implementation in Customer's designated production environment is included in the acceptance criterion for all software Deliverables.Milestones Kickoff Deliverable Kickoff presentation/data configuration workbooks Sandbox Set-Up & Training Training materials for all.",[]
1544,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Milestones Kickoff Deliverable Kickoff presentation/data configuration workbooks Sandbox Set-Up & Training Training materials for all.delivered solutions, which include system admin training Acceptance Metric Stream has completed the onsite working sessions and the data configuration workbooks have been completed by the Customer.Training completion (train the trainer) of Customer core project leam members and Metric Stream has successfully setup the Customer's sandbox environment Customer signs-off on final configuration workbook, to be used by Metric Stream as the data to be uploaded for setting up Configuration Workbook Sign-Off Workbook on system configuration, as well as data upload templates Page 10    MetricStream UAT Environment Set-Up & User Acceptance Testing, Sign-Off the UAT environment Final UAT sign-off by customer that all testing is completed Set-up of UAT environment for Customer to test system configuration, functionality and performance Use case simulation completion and move to production is ready Production Application Provisioning Production Acceptance Delivery of setup and tested Application modules as defined in this SOW in Custoiner designated production instance Customer has successfully performed use case simulation and certified acceptance in writing.",[]
1546,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"delivered solutions, which include system admin training Acceptance Metric Stream has completed the onsite working sessions and the data configuration workbooks have been completed by the Customer.Training completion (train the trainer) of Customer core project leam members and Metric Stream has successfully setup the Customer's sandbox environment Customer signs-off on final configuration workbook, to be used by Metric Stream as the data to be uploaded for setting up Configuration Workbook Sign-Off Workbook on system configuration, as well as data upload templates Page 10    MetricStream UAT Environment Set-Up & User Acceptance Testing, Sign-Off the UAT environment Final UAT sign-off by customer that all testing is completed Set-up of UAT environment for Customer to test system configuration, functionality and performance Use case simulation completion and move to production is ready Production Application Provisioning Production Acceptance Delivery of setup and tested Application modules as defined in this SOW in Custoiner designated production instance Customer has successfully performed use case simulation and certified acceptance in writing.Production instance is validated by Customer as fully functioning in accordance with Application and system specifications and ready for commercial deployment, and Customer has certified acceptance in writing Customer shall be responsible for testing all Application module Deliverables for compliance with all technical and functional specifications.",[]
1561,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Training completion (train the trainer) of Customer core project leam members and Metric Stream has successfully setup the Customer's sandbox environment Customer signs-off on final configuration workbook, to be used by Metric Stream as the data to be uploaded for setting up Configuration Workbook Sign-Off Workbook on system configuration, as well as data upload templates Page 10    MetricStream UAT Environment Set-Up & User Acceptance Testing, Sign-Off the UAT environment Final UAT sign-off by customer that all testing is completed Set-up of UAT environment for Customer to test system configuration, functionality and performance Use case simulation completion and move to production is ready Production Application Provisioning Production Acceptance Delivery of setup and tested Application modules as defined in this SOW in Custoiner designated production instance Customer has successfully performed use case simulation and certified acceptance in writing.Production instance is validated by Customer as fully functioning in accordance with Application and system specifications and ready for commercial deployment, and Customer has certified acceptance in writing Customer shall be responsible for testing all Application module Deliverables for compliance with all technical and functional specifications.In addition to all other delivery and acceptance requirements, in order for the Application to go live, no outstanding blocker or critical UAT defects shall exist.",['Application']
1564,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Work Order,"Production instance is validated by Customer as fully functioning in accordance with Application and system specifications and ready for commercial deployment, and Customer has certified acceptance in writing Customer shall be responsible for testing all Application module Deliverables for compliance with all technical and functional specifications.In addition to all other delivery and acceptance requirements, in order for the Application to go live, no outstanding blocker or critical UAT defects shall exist.Blocker and critical UAT defects are defined in the following table: Definition Prevents Delivery Severity Blocker Prevents function from being used, no work-around, blocking progress on multiple fronts Prevents function from being used, no work-around Critical Yes Once a Deliverable is complete, MetricStream shall submit such Deliverable for Customer's review and rejection or approval.",['Application']
1573,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"In addition to all other delivery and acceptance requirements, in order for the Application to go live, no outstanding blocker or critical UAT defects shall exist.Blocker and critical UAT defects are defined in the following table: Definition Prevents Delivery Severity Blocker Prevents function from being used, no work-around, blocking progress on multiple fronts Prevents function from being used, no work-around Critical Yes Once a Deliverable is complete, MetricStream shall submit such Deliverable for Customer's review and rejection or approval.Within fifteen (15) business days of receipt of such Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such Deliverable in writing.",[]
1575,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Blocker and critical UAT defects are defined in the following table: Definition Prevents Delivery Severity Blocker Prevents function from being used, no work-around, blocking progress on multiple fronts Prevents function from being used, no work-around Critical Yes Once a Deliverable is complete, MetricStream shall submit such Deliverable for Customer's review and rejection or approval.Within fifteen (15) business days of receipt of such Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such Deliverable in writing.Written rejection of a Deliverable shall include written notification of the errors or non-conformance (“Notification""), Upon receipt of written Notification of errors or non-conformance, Metric Stream shall address the reported errors or non- confornance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.",[]
1587,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Written rejection of a Deliverable shall include written notification of the errors or non-conformance (“Notification""), Upon receipt of written Notification of errors or non-conformance, Metric Stream shall address the reported errors or non- confornance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing and Metric Stream shall address the reported errors or non-conformance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing.",[]
1591,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing and Metric Stream shall address the reported errors or non-conformance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing.Written rejection of a revised Deliverable shall include revised Notification if any Deliverable requires more than two revisions, In the alternative, if a workaround exists, that addresses the reasons for Customer rejection of a Deliverable, and is mutually agreed to by the Customer and Metric Stream, then MetricStream and Customer shall continue work on the next Deliverable as defined in the project plan while the reasons for the rejection are addressed.",[]
1598,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing.Written rejection of a revised Deliverable shall include revised Notification if any Deliverable requires more than two revisions, In the alternative, if a workaround exists, that addresses the reasons for Customer rejection of a Deliverable, and is mutually agreed to by the Customer and Metric Stream, then MetricStream and Customer shall continue work on the next Deliverable as defined in the project plan while the reasons for the rejection are addressed.This procedure shall not constitute acceptance of the Deliverable or a waiver of any right Customer may have with regard to such Deliverable, In the event of non-Notification from the Customer within the agreed upon period, the Deliverable shall be deemed accepted.",[]
1600,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Written rejection of a revised Deliverable shall include revised Notification if any Deliverable requires more than two revisions, In the alternative, if a workaround exists, that addresses the reasons for Customer rejection of a Deliverable, and is mutually agreed to by the Customer and Metric Stream, then MetricStream and Customer shall continue work on the next Deliverable as defined in the project plan while the reasons for the rejection are addressed.This procedure shall not constitute acceptance of the Deliverable or a waiver of any right Customer may have with regard to such Deliverable, In the event of non-Notification from the Customer within the agreed upon period, the Deliverable shall be deemed accepted.The parties may modify the above timeframes by mutual agreement.",[]
1602,FHLB_Chicago_2016_Renewal.pdf,Legal,Renegotiation comments/terms,force majeure,"The parties may modify the above timeframes by mutual agreement.Modifications for Delay Except for any event of force majeure as described in Section 9.11 of the Agreement, the parties agree that the following provisions shall apply in the event of certain delays: 1.In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.",['Section 9.11 of the Agreement']
1603,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Master Service Agreement,"Modifications for Delay Except for any event of force majeure as described in Section 9.11 of the Agreement, the parties agree that the following provisions shall apply in the event of certain delays: 1.In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.","['Page 11', 'Section 9.11 of the Agreement']"
1612,FHLB_Chicago_2016_Renewal.pdf,Fee,Support Fee,Support Fee,"Modifications for Delay Except for any event of force majeure as described in Section 9.11 of the Agreement, the parties agree that the following provisions shall apply in the event of certain delays: 1.In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.",[]
1615,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Modifications for Delay Except for any event of force majeure as described in Section 9.11 of the Agreement, the parties agree that the following provisions shall apply in the event of certain delays: 1.In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.","['Page 11', 'Section 9.11 of the Agreement']"
1616,FHLB_Chicago_2016_Renewal.pdf,"Legal, Agreement","Agreement Type, Other Order Form Terms","Order Form, Other Order Form Terms","Modifications for Delay Except for any event of force majeure as described in Section 9.11 of the Agreement, the parties agree that the following provisions shall apply in the event of certain delays: 1.In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.",[]
1620,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,"In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.If either party reasonably determines that a delay by the other party may affect the project plan, such non-delaying party shall notify the other party in writing, Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, shall make the customer liable to pay for the additional cost that Metric Stream shall incur to keep its resources on the project for the delayed timeline.",['Page 11']
1628,FHLB_Chicago_2016_Renewal.pdf,Fee,Support Fee,Support Fee,"In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.If either party reasonably determines that a delay by the other party may affect the project plan, such non-delaying party shall notify the other party in writing, Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, shall make the customer liable to pay for the additional cost that Metric Stream shall incur to keep its resources on the project for the delayed timeline.",[]
1637,FHLB_Chicago_2016_Renewal.pdf,"Legal, Agreement","Agreement Type, Other Order Form Terms","Order Form, Other Order Form Terms","In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.If either party reasonably determines that a delay by the other party may affect the project plan, such non-delaying party shall notify the other party in writing, Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, shall make the customer liable to pay for the additional cost that Metric Stream shall incur to keep its resources on the project for the delayed timeline.Metric Stream's not providing reasonable efforts to complete or deliver the Deliverables identified in the project plan shall make Meiric Stream liable for the additional costs that Customer may incur to keep its resources available to support Metric Stream's production and delivery of the Deliverables.",[]
