,Category,Original_Keyword,Searched_Keyword,sentence_number,Text,Secondary_Term,Secondary_Synonym,Secondary_Context
319,Legal,term,term,177,"2 Page 110116 V.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC SERVICE LEVEL AGREEMENT This is an additional part of and is incorporated into the Agreement, does not change or supersede any term of the Agreement (unless otherwise specifically provided herein), and applies only to the Services which have been ordered and paid for by Customer as described in an Order Form(s) to the Agreement.",['order'],['order'],"We also reserve the right to install and 1|Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC use, or to have you install and use, any appropriate devices to prevent violations of these Policies, including devices designed to filter or terminate access to the Cloud Application provided by us.2 Page 110116 V.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC SERVICE LEVEL AGREEMENT This is an additional part of and is incorporated into the Agreement, does not change or supersede any term of the Agreement (unless otherwise specifically provided herein), and applies only to the Services which have been ordered and paid for by Customer as described in an Order Form(s) to the Agreement.All capitalized terms not otherwise defined herein will have the meanings provided in the Agreement and/or Order Forms attached thereto."
320,Time,term,term,178,All capitalized terms not otherwise defined herein will have the meanings provided in the Agreement and/or Order Forms attached thereto.,['order'],['order'],"2 Page 110116 V.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC SERVICE LEVEL AGREEMENT This is an additional part of and is incorporated into the Agreement, does not change or supersede any term of the Agreement (unless otherwise specifically provided herein), and applies only to the Services which have been ordered and paid for by Customer as described in an Order Form(s) to the Agreement.All capitalized terms not otherwise defined herein will have the meanings provided in the Agreement and/or Order Forms attached thereto.1."
321,Agreement,agreement,agreement,178,All capitalized terms not otherwise defined herein will have the meanings provided in the Agreement and/or Order Forms attached thereto.,[],[],
322,Legal,term,term,178,All capitalized terms not otherwise defined herein will have the meanings provided in the Agreement and/or Order Forms attached thereto.,['order'],['order'],"2 Page 110116 V.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC SERVICE LEVEL AGREEMENT This is an additional part of and is incorporated into the Agreement, does not change or supersede any term of the Agreement (unless otherwise specifically provided herein), and applies only to the Services which have been ordered and paid for by Customer as described in an Order Form(s) to the Agreement.All capitalized terms not otherwise defined herein will have the meanings provided in the Agreement and/or Order Forms attached thereto.1."
323,Time,term,term,180,"Definitions: For purposes of this Service Level Agreement, the following terms are defined as below: 1.1.",[],[],
324,Agreement,agreement,agreement,180,"Definitions: For purposes of this Service Level Agreement, the following terms are defined as below: 1.1.",[],[],
325,Legal,term,term,180,"Definitions: For purposes of this Service Level Agreement, the following terms are defined as below: 1.1.",[],[],
326,Time,term,term,183,"Notwithstanding anything contained in the Agreement to the contrary, the term “Error"" shall not include any failure of the Cloud Application to materially conform to such functional specifications set forth in the specifications that: (i) results from Customer's misuse or improper use of the Cloud Application or Cloud Services; (ii) does not materially affect the operation and use of the Cloud Application or Cloud Services; or (iii) results from the modification by Customer of the Cloud Application or Cloud Services in a fashion not contemplated by the Agreement.",[],[],
327,Time,termination,result,183,"Notwithstanding anything contained in the Agreement to the contrary, the term “Error"" shall not include any failure of the Cloud Application to materially conform to such functional specifications set forth in the specifications that: (i) results from Customer's misuse or improper use of the Cloud Application or Cloud Services; (ii) does not materially affect the operation and use of the Cloud Application or Cloud Services; or (iii) results from the modification by Customer of the Cloud Application or Cloud Services in a fashion not contemplated by the Agreement.",[],[],
328,Agreement,agreement,agreement,183,"Notwithstanding anything contained in the Agreement to the contrary, the term “Error"" shall not include any failure of the Cloud Application to materially conform to such functional specifications set forth in the specifications that: (i) results from Customer's misuse or improper use of the Cloud Application or Cloud Services; (ii) does not materially affect the operation and use of the Cloud Application or Cloud Services; or (iii) results from the modification by Customer of the Cloud Application or Cloud Services in a fashion not contemplated by the Agreement.",[],[],
329,Legal,term,term,183,"Notwithstanding anything contained in the Agreement to the contrary, the term “Error"" shall not include any failure of the Cloud Application to materially conform to such functional specifications set forth in the specifications that: (i) results from Customer's misuse or improper use of the Cloud Application or Cloud Services; (ii) does not materially affect the operation and use of the Cloud Application or Cloud Services; or (iii) results from the modification by Customer of the Cloud Application or Cloud Services in a fashion not contemplated by the Agreement.",[],[],
330,Time,termination,result,190,"“Moderate Error"" means any demonstrable Error in Cloud Application that: (i) causes the application(s) to operate improperly; or (ii) produces results materially different from those described in the standard MetricStream documentation, but which aror does not rise to the level of a Severe Error.",[],[],
331,Agreement,agreement,agreement,193,"""Support Services” means the on-going software maintenance and support to be performed by MetricStream on the Cloud Application as part of the Cloud Services and pursuant the Agreement.",[],[],
332,Agreement,backup,support,193,"""Support Services” means the on-going software maintenance and support to be performed by MetricStream on the Cloud Application as part of the Cloud Services and pursuant the Agreement.",[],[],
333,Agreement,support,support,193,"""Support Services” means the on-going software maintenance and support to be performed by MetricStream on the Cloud Application as part of the Cloud Services and pursuant the Agreement.",[],[],
334,Agreement,agreement,accord,195,"Workaround"" means a temporary solution to an Error that MetricStream has implemented, or enabled Customer to implement, and that allows the Cloud Application to regain functionality and provide major software functions in accordance with the Specifications.",[],[],
335,Time,days,days,205,"To the extent that Customer requests such testing and provided fifteen (15) days prior written notice is given to Metric Stream, any resulting interruption or impairment is not included in or covered by the SLA.",['15'],['15'],"The Parties may agree from time to time to conduct stress testing, load testing and or penetration testing of the Cloud Application.To the extent that Customer requests such testing and provided fifteen (15) days prior written notice is given to Metric Stream, any resulting interruption or impairment is not included in or covered by the SLA.2.4 Support Services."
336,Time,termination,result,205,"To the extent that Customer requests such testing and provided fifteen (15) days prior written notice is given to Metric Stream, any resulting interruption or impairment is not included in or covered by the SLA.",[],[],
337,Agreement,backup,support,206,2.4 Support Services.,[],[],
338,Agreement,support,support,206,2.4 Support Services.,[],[],
339,Agreement,backup,support,207,Metric Stream will provide phone and email-based Support Services to Customer to address technical problems related to the Cloud Application and the Metric Stream System used to deliver the Cloud Services to Customer 3.,[],[],
340,Agreement,support,support,207,Metric Stream will provide phone and email-based Support Services to Customer to address technical problems related to the Cloud Application and the Metric Stream System used to deliver the Cloud Services to Customer 3.,[],[],
341,Address,address,address,207,Metric Stream will provide phone and email-based Support Services to Customer to address technical problems related to the Cloud Application and the Metric Stream System used to deliver the Cloud Services to Customer 3.,[],[],
342,Time,term,term,209,"Customer agrees not to knowingly transmit, re-transmit or store materials on or through the MetricStream System or other software that are harmful to the MetricStream System, or in violation of any applicable laws or regulations, including without limitation laws relating to infringement of intellectual property and proprietary rights of others, and shall comply with and ensure that its users comply with the terms of the Acceptable Use Policy.",[],[],
343,Agreement,user,user,209,"Customer agrees not to knowingly transmit, re-transmit or store materials on or through the MetricStream System or other software that are harmful to the MetricStream System, or in violation of any applicable laws or regulations, including without limitation laws relating to infringement of intellectual property and proprietary rights of others, and shall comply with and ensure that its users comply with the terms of the Acceptable Use Policy.",[],[],
344,Product,user,user,209,"Customer agrees not to knowingly transmit, re-transmit or store materials on or through the MetricStream System or other software that are harmful to the MetricStream System, or in violation of any applicable laws or regulations, including without limitation laws relating to infringement of intellectual property and proprietary rights of others, and shall comply with and ensure that its users comply with the terms of the Acceptable Use Policy.",[],[],
345,Legal,law,law,209,"Customer agrees not to knowingly transmit, re-transmit or store materials on or through the MetricStream System or other software that are harmful to the MetricStream System, or in violation of any applicable laws or regulations, including without limitation laws relating to infringement of intellectual property and proprietary rights of others, and shall comply with and ensure that its users comply with the terms of the Acceptable Use Policy.",[],[],
346,Legal,term,term,209,"Customer agrees not to knowingly transmit, re-transmit or store materials on or through the MetricStream System or other software that are harmful to the MetricStream System, or in violation of any applicable laws or regulations, including without limitation laws relating to infringement of intellectual property and proprietary rights of others, and shall comply with and ensure that its users comply with the terms of the Acceptable Use Policy.",[],[],
347,Agreement,backup,support,211,Customer agrees to notify MetricStream via phone call or email to MetricStream's Support Line promptly following the discovery of any Error.,[],[],
348,Agreement,support,support,211,Customer agrees to notify MetricStream via phone call or email to MetricStream's Support Line promptly following the discovery of any Error.,[],[],
349,Address,address,call,211,Customer agrees to notify MetricStream via phone call or email to MetricStream's Support Line promptly following the discovery of any Error.,[],[],
350,Time,term,condition,212,"Upon discovery of an Error by Customer, Customer agrees, if requested by Metric Stream, to submit promptly to Metric Stream a listing of output and any other data, including the operating conditions under which the Error occurred or was discovered, that Metric Stream may reasonably require to reproduce the Error.",[],[],
351,Legal,term,condition,212,"Upon discovery of an Error by Customer, Customer agrees, if requested by Metric Stream, to submit promptly to Metric Stream a listing of output and any other data, including the operating conditions under which the Error occurred or was discovered, that Metric Stream may reasonably require to reproduce the Error.",[],[],
352,Legal,law,law,214,"MetricStream Obligations for Cloud Data MetricStream acknowledges and agrees that Customer's communications and data that are in MetricStream Cloud and processed during use of the Cloud Services (“Cloud Data"") are the property of Customer and that MetricStream has only a limited right to use the Cloud Data as follows: (a) With Customers prior consent, Metric Stream may access and disclose the Cloud Data solely as necessary to provide access to the Cloud Services to Customer, (b) to operate and maintain its systems, and (c) to comply with applicable laws and government orders and requests.",[],[],
353,Time,hours,hour,216,"Service Levels 5.1 Availability of Cloud Services:, MetricStream will use reasonable efforts to have the Cloud Services available twenty four (24) hours a day, seven (7) days a week, except as set forth below.",['24'],['24'],"5.Service Levels 5.1 Availability of Cloud Services:, MetricStream will use reasonable efforts to have the Cloud Services available twenty four (24) hours a day, seven (7) days a week, except as set forth below.5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period."
354,Time,hours,hours,216,"Service Levels 5.1 Availability of Cloud Services:, MetricStream will use reasonable efforts to have the Cloud Services available twenty four (24) hours a day, seven (7) days a week, except as set forth below.",['24'],['24'],"5.Service Levels 5.1 Availability of Cloud Services:, MetricStream will use reasonable efforts to have the Cloud Services available twenty four (24) hours a day, seven (7) days a week, except as set forth below.5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period."
355,Time,days,days,216,"Service Levels 5.1 Availability of Cloud Services:, MetricStream will use reasonable efforts to have the Cloud Services available twenty four (24) hours a day, seven (7) days a week, except as set forth below.",[],[],
356,Time,hours,hour,217,"5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period.",['24'],['24'],"Service Levels 5.1 Availability of Cloud Services:, MetricStream will use reasonable efforts to have the Cloud Services available twenty four (24) hours a day, seven (7) days a week, except as set forth below.5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period.In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period."
357,Time,hours,hours,217,"5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period.",['24'],['24'],"Service Levels 5.1 Availability of Cloud Services:, MetricStream will use reasonable efforts to have the Cloud Services available twenty four (24) hours a day, seven (7) days a week, except as set forth below.5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period.In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period."
358,Agreement,uptime,uptime,217,"5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period.",[],[],
359,Time,hours,hour,218,"In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.",[],[],
360,Time,hours,minute,218,"In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.",[],[],
361,Time,hours,hours,218,"In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.",[],[],
362,Financial,fee,fee,218,"In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.",['cloud'],['cloud'],"5.1.1 Uptime Hours: MetricStream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours, including Critical Errors but excluding Severe, Moderate, and Minor Errors) will not exceed four (4) hours during any monthly billing period.In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% of the Cloud Services Fees for that month."
363,Time,hours,hour,219,"If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% of the Cloud Services Fees for that month.",[],[],
364,Time,hours,hours,219,"If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% of the Cloud Services Fees for that month.",[],[],
365,Agreement,uptime,uptime,219,"If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% of the Cloud Services Fees for that month.",[],[],
366,Financial,fee,fee,219,"If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% of the Cloud Services Fees for that month.",['cloud'],['cloud'],"In the event that Downtime exceeds four (4) hours during any monthly billing period, MetricStream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% of the Cloud Services Fees for that month.Downtime shall begin to accrue as soon as either Metric Stream or Customer (with notice to Metric Stream) recognizes that Downtime is taking place, and shall continue until the availability of the Cloud Services is restored."
367,Time,days,days,221,"In order to receive Downtime credit, Customer must notify MetricStream in writing or via email within seven (7) days from the time of Downtime of Customer's desire to receive Downtime credit, or 2) notify Metric Stream in writing during the next Quarterly Meeting (described in the next paragraph) of Customer's desire to receive Downtime credit.",[],[],
368,Time,hours,hour,223,"5.1.2 Scheduled Maintenance Hours: Scheduled maintenance windows shall occur between Saturday, 6:00 PM - Sunday 6:00 AM, Pacific Time.",[],[],
369,Time,hours,hours,223,"5.1.2 Scheduled Maintenance Hours: Scheduled maintenance windows shall occur between Saturday, 6:00 PM - Sunday 6:00 AM, Pacific Time.",[],[],
370,Time,hours,hour,224,All other times shall be designated as Uptime Hours.,"['12', '12']","['twelve', '12']","5.1.2 Scheduled Maintenance Hours: Scheduled maintenance windows shall occur between Saturday, 6:00 PM - Sunday 6:00 AM, Pacific Time.All other times shall be designated as Uptime Hours.Up to twelve (12) hours of maintenance may be scheduled in a given week."
371,Time,hours,hours,224,All other times shall be designated as Uptime Hours.,"['12', '12']","['twelve', '12']","5.1.2 Scheduled Maintenance Hours: Scheduled maintenance windows shall occur between Saturday, 6:00 PM - Sunday 6:00 AM, Pacific Time.All other times shall be designated as Uptime Hours.Up to twelve (12) hours of maintenance may be scheduled in a given week."
372,Agreement,uptime,uptime,224,All other times shall be designated as Uptime Hours.,[],[],
373,Time,hours,hour,225,Up to twelve (12) hours of maintenance may be scheduled in a given week.,"['12', '12']","['twelve', '12']","All other times shall be designated as Uptime Hours.Up to twelve (12) hours of maintenance may be scheduled in a given week.In the event that any maintenance exceeds these limits, MetricStream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the duration of the time that the maintenance occurred in excess of these limits."
374,Time,hours,hours,225,Up to twelve (12) hours of maintenance may be scheduled in a given week.,"['12', '12']","['twelve', '12']","All other times shall be designated as Uptime Hours.Up to twelve (12) hours of maintenance may be scheduled in a given week.In the event that any maintenance exceeds these limits, MetricStream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the duration of the time that the maintenance occurred in excess of these limits."
375,Financial,fee,fee,226,"In the event that any maintenance exceeds these limits, MetricStream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the duration of the time that the maintenance occurred in excess of these limits.",['cloud'],['cloud'],"Up to twelve (12) hours of maintenance may be scheduled in a given week.In the event that any maintenance exceeds these limits, MetricStream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the duration of the time that the maintenance occurred in excess of these limits.2 Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC During certain circumstances, third party hosting providers may have to schedule maintenance outside of these hours that may impact service availability."
376,Time,hours,hour,227,"2 Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC During certain circumstances, third party hosting providers may have to schedule maintenance outside of these hours that may impact service availability.",['12'],['12'],"In the event that any maintenance exceeds these limits, MetricStream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the duration of the time that the maintenance occurred in excess of these limits.2 Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC During certain circumstances, third party hosting providers may have to schedule maintenance outside of these hours that may impact service availability.If such an impact is likely to occur, MetricStream will use its best efforts to provide advanced notice to Customer of these maintenance periods."
377,Time,hours,hours,227,"2 Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC During certain circumstances, third party hosting providers may have to schedule maintenance outside of these hours that may impact service availability.",['12'],['12'],"In the event that any maintenance exceeds these limits, MetricStream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the duration of the time that the maintenance occurred in excess of these limits.2 Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC During certain circumstances, third party hosting providers may have to schedule maintenance outside of these hours that may impact service availability.If such an impact is likely to occur, MetricStream will use its best efforts to provide advanced notice to Customer of these maintenance periods."
378,Time,hours,hour,229,Maintenance performed by said third party hosting providers will still count as part of the Uptime Hours (and will not be treated as Scheduled Maintenance Hours).,[],[],
379,Time,hours,hours,229,Maintenance performed by said third party hosting providers will still count as part of the Uptime Hours (and will not be treated as Scheduled Maintenance Hours).,[],[],
380,Agreement,uptime,uptime,229,Maintenance performed by said third party hosting providers will still count as part of the Uptime Hours (and will not be treated as Scheduled Maintenance Hours).,[],[],
381,Time,hours,hour,230,5.2 Network: MetricStream will use reasonable efforts to ensure that network bandwidth available to Customer for Cloud Services is equal to or exceeds 10Mb/second during all Uptime Hours.,[],[],
382,Time,hours,hours,230,5.2 Network: MetricStream will use reasonable efforts to ensure that network bandwidth available to Customer for Cloud Services is equal to or exceeds 10Mb/second during all Uptime Hours.,[],[],
383,Agreement,uptime,uptime,230,5.2 Network: MetricStream will use reasonable efforts to ensure that network bandwidth available to Customer for Cloud Services is equal to or exceeds 10Mb/second during all Uptime Hours.,[],[],
384,Time,hours,hour,231,"If available network bandwidth does not meet this threshold during Uptime Hours, the period during which bandwidth is less than 10Mb/second shall be considered Downtime.",[],[],
385,Time,hours,hours,231,"If available network bandwidth does not meet this threshold during Uptime Hours, the period during which bandwidth is less than 10Mb/second shall be considered Downtime.",[],[],
386,Agreement,uptime,uptime,231,"If available network bandwidth does not meet this threshold during Uptime Hours, the period during which bandwidth is less than 10Mb/second shall be considered Downtime.",[],[],
387,Agreement,backup,support,232,5.3 Support Services.,[],[],
388,Agreement,support,support,232,5.3 Support Services.,[],[],
389,Agreement,backup,support,234,"Quarterly meetings will be conducted via conference call between MetricStream and Customer to discuss significant events during the quarter, such as number of issues and/or support requests during the quarter, response times to issues, Downtime recorded during the period, and improvement ideas for both parties.",[],[],
390,Agreement,support,support,234,"Quarterly meetings will be conducted via conference call between MetricStream and Customer to discuss significant events during the quarter, such as number of issues and/or support requests during the quarter, response times to issues, Downtime recorded during the period, and improvement ideas for both parties.",[],[],
391,Address,address,call,234,"Quarterly meetings will be conducted via conference call between MetricStream and Customer to discuss significant events during the quarter, such as number of issues and/or support requests during the quarter, response times to issues, Downtime recorded during the period, and improvement ideas for both parties.",[],[],
392,Time,days,days,236,"If Customer did not notify MetricStream in writing within seven (7) days from the time of Downtime, then in order to receive Downtime credit, Customer must notify MetricStream in writing at the next Quarterly Meeting of the Downtime and Customer's desire to receive Downtime credit.",[],[],
393,Time,days,days,238,These quarterly meetings are intended to be held at least 10 days before the end of the quarter so that revenue and/or credits can be properly accounted for during the appropriate quarter.,[],[],
394,Agreement,backup,support,239,"5.3.2 Telephone, Online and Email Support.",[],[],
395,Agreement,support,support,239,"5.3.2 Telephone, Online and Email Support.",[],[],
396,Agreement,backup,support,240,"Metric Stream will provide support by telephone, the online support portal, and electronic mail.",[],[],
397,Agreement,support,support,240,"Metric Stream will provide support by telephone, the online support portal, and electronic mail.",[],[],
398,Time,days,days,241,"The technical support telephone line will be staffed by a customer technical support representative from 9:00 AM to 5:00 PM Pacific Time Monday through Friday, excluding holidays scheduled by Metric Stream, and subject to modification by MetricStream at MetricStream's reasonable discretion.",[],[],
399,Agreement,backup,support,241,"The technical support telephone line will be staffed by a customer technical support representative from 9:00 AM to 5:00 PM Pacific Time Monday through Friday, excluding holidays scheduled by Metric Stream, and subject to modification by MetricStream at MetricStream's reasonable discretion.",[],[],
400,Agreement,support,support,241,"The technical support telephone line will be staffed by a customer technical support representative from 9:00 AM to 5:00 PM Pacific Time Monday through Friday, excluding holidays scheduled by Metric Stream, and subject to modification by MetricStream at MetricStream's reasonable discretion.",[],[],
401,Agreement,backup,support,242,"In order to provide quality services, these support services may be used by two (2) personnel designated by Customer.",[],[],
402,Agreement,support,support,242,"In order to provide quality services, these support services may be used by two (2) personnel designated by Customer.",[],[],
403,Agreement,backup,support,243,MetricStream support personnel will be fluent in the English language.,[],[],
404,Agreement,support,support,243,MetricStream support personnel will be fluent in the English language.,[],[],
405,Agreement,backup,support,244,Support Telephone Number: 1-800-858-5658 Support Online: support.metricstream.com Support Email Address: support@metricstream.com 5.3.3 Response to Errors.,[],[],
406,Agreement,support,support,244,Support Telephone Number: 1-800-858-5658 Support Online: support.metricstream.com Support Email Address: support@metricstream.com 5.3.3 Response to Errors.,[],[],
407,Address,address,address,244,Support Telephone Number: 1-800-858-5658 Support Online: support.metricstream.com Support Email Address: support@metricstream.com 5.3.3 Response to Errors.,[],[],
408,Agreement,backup,support,245,MetricStream will provide Support Services to Customer to ensure a consistent and high level of operation of the Cloud Application.,[],[],
409,Agreement,support,support,245,MetricStream will provide Support Services to Customer to ensure a consistent and high level of operation of the Cloud Application.,[],[],
410,Time,term,term,246,"In the event Customer notifies MetricStream of an Error, Customer's sole and exclusive remedy will be that MetricStream will provide Support Services necessary to correct the Error in accordance with the terms of the Agreement.",[],[],
411,Agreement,agreement,accord,246,"In the event Customer notifies MetricStream of an Error, Customer's sole and exclusive remedy will be that MetricStream will provide Support Services necessary to correct the Error in accordance with the terms of the Agreement.",[],[],
412,Agreement,agreement,agreement,246,"In the event Customer notifies MetricStream of an Error, Customer's sole and exclusive remedy will be that MetricStream will provide Support Services necessary to correct the Error in accordance with the terms of the Agreement.",[],[],
413,Agreement,backup,support,246,"In the event Customer notifies MetricStream of an Error, Customer's sole and exclusive remedy will be that MetricStream will provide Support Services necessary to correct the Error in accordance with the terms of the Agreement.",[],[],
414,Agreement,support,support,246,"In the event Customer notifies MetricStream of an Error, Customer's sole and exclusive remedy will be that MetricStream will provide Support Services necessary to correct the Error in accordance with the terms of the Agreement.",[],[],
415,Legal,term,term,246,"In the event Customer notifies MetricStream of an Error, Customer's sole and exclusive remedy will be that MetricStream will provide Support Services necessary to correct the Error in accordance with the terms of the Agreement.",[],[],
416,Agreement,agreement,accord,247,MetricStream shall use reasonable efforts to correct Errors in accordance with the following response times and with as little disruption to the Cloud Services as practicable: Critical Errors.,[],[],
417,Time,hours,hour,248,"MetricStream shall, within two (2) hours of the receipt of notice of any Critical Error, contact Customer to verify such Critical Error and begin a resolution process.",[],[],
418,Time,hours,hours,248,"MetricStream shall, within two (2) hours of the receipt of notice of any Critical Error, contact Customer to verify such Critical Error and begin a resolution process.",[],[],
419,Person,contact,contact,248,"MetricStream shall, within two (2) hours of the receipt of notice of any Critical Error, contact Customer to verify such Critical Error and begin a resolution process.",[],[],
420,Time,hours,hour,251,"Metric Stream shall, within four (4) hours of the receipt of notice of any Severe Error, contact Customer to verify such Severe Error and begin a resolution process.",[],[],
421,Time,hours,hours,251,"Metric Stream shall, within four (4) hours of the receipt of notice of any Severe Error, contact Customer to verify such Severe Error and begin a resolution process.",[],[],
422,Person,contact,contact,251,"Metric Stream shall, within four (4) hours of the receipt of notice of any Severe Error, contact Customer to verify such Severe Error and begin a resolution process.",[],[],
423,Agreement,backup,support,258,3 Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC 5.3.3.1 Exclusions from Support Services and SLA.,[],[],
424,Agreement,support,support,258,3 Page 110116 v.1  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC 5.3.3.1 Exclusions from Support Services and SLA.,[],[],
425,Agreement,backup,support,259,"Neither Support Services nor SLA covers services for any failure or defect in the Cloud Services caused by: (a) the improper use, alteration, or damage of the Cloud Services by Custotner or persons not authorized by Metric Stream; (b) modifications to the Cloud Services not made by or at the direction of, MetricStreaın; (c) hardware or software not authorized by MetricStream; (d) use of the Cloud Services on hardware that has not been provided or approved by MetricStream; (e) outages, or any performance degradation caused by Customer or by its customers, service providers or contractors; (f) by Customer's failure to comply with MetricStream's operating procedures and documentation.",[],[],
426,Agreement,support,support,259,"Neither Support Services nor SLA covers services for any failure or defect in the Cloud Services caused by: (a) the improper use, alteration, or damage of the Cloud Services by Custotner or persons not authorized by Metric Stream; (b) modifications to the Cloud Services not made by or at the direction of, MetricStreaın; (c) hardware or software not authorized by MetricStream; (d) use of the Cloud Services on hardware that has not been provided or approved by MetricStream; (e) outages, or any performance degradation caused by Customer or by its customers, service providers or contractors; (f) by Customer's failure to comply with MetricStream's operating procedures and documentation.",[],[],
427,Legal,contract,contract,259,"Neither Support Services nor SLA covers services for any failure or defect in the Cloud Services caused by: (a) the improper use, alteration, or damage of the Cloud Services by Custotner or persons not authorized by Metric Stream; (b) modifications to the Cloud Services not made by or at the direction of, MetricStreaın; (c) hardware or software not authorized by MetricStream; (d) use of the Cloud Services on hardware that has not been provided or approved by MetricStream; (e) outages, or any performance degradation caused by Customer or by its customers, service providers or contractors; (f) by Customer's failure to comply with MetricStream's operating procedures and documentation.",[],[],
428,Agreement,backup,support,260,"Support performed by MetricStream related to any of these exclusions will be charged to Customer on a time and materials basis at MetricStream's then current rates, Third Party Events.",[],[],
429,Agreement,support,support,260,"Support performed by MetricStream related to any of these exclusions will be charged to Customer on a time and materials basis at MetricStream's then current rates, Third Party Events.",[],[],
430,Agreement,agreement,agreement,261,"Metric Stream cannot control events or services outside the MetricStream System, including actions or inactions of third parties (except for third parties expressly set forth in this Agreement or an Order Form) that impair Customer's connections to the Internet (“Third Party Events"").",[],[],
