,Category,Original Metadata,Metadata Match,Context,Possible Matches
122,Legal,Client Consent required to assign - Y/N,Client Consent,"Customer agrees to notify Metric Stream via phone call or email to Metric Stream's Support Line promptly following the discovery of any Error.Upon discovery of an Error' by Customer, Customer agrees if requested by Metric Stream, to submit promptly to MetricStream a listing of output and any other data, including the operating conditions under which the Emor occurred or was discovered that Metric Stream may reasonably require to reproduce the Error.Metric Stream Obligations for Cloud Data Metric Stream acknowledges and agrees that Customer's communications and data that are Cloud and processed during use of the Cloud Services (""Cloud Data"") are the property of Customer and that MetricStream has only a limited right to use the Cloud Data as follows: (a) With Customers prior consent, Metric Stream may access and disclose the Cloud Data solely as necessary to provide access to the Cloud Services to Customer, (b) to operate and maintain its systems, and (c) to comply with applicable laws and government orders and requests.",[]
123,Legal,Client Consent required to assign - Y/N,Client Consent,"Upon discovery of an Error' by Customer, Customer agrees if requested by Metric Stream, to submit promptly to MetricStream a listing of output and any other data, including the operating conditions under which the Emor occurred or was discovered that Metric Stream may reasonably require to reproduce the Error.Metric Stream Obligations for Cloud Data Metric Stream acknowledges and agrees that Customer's communications and data that are Cloud and processed during use of the Cloud Services (""Cloud Data"") are the property of Customer and that MetricStream has only a limited right to use the Cloud Data as follows: (a) With Customers prior consent, Metric Stream may access and disclose the Cloud Data solely as necessary to provide access to the Cloud Services to Customer, (b) to operate and maintain its systems, and (c) to comply with applicable laws and government orders and requests.Service Level Agreement 5,1 Availability of Cloud Services: Metric Stream will use reasonable efforts to have the Cloud Services available twenty-four (24) hours a day, seven (7) days a week, except as set forth below.",[]
124,Agreement,uptime,uptime,"Service Level Agreement 5,1 Availability of Cloud Services: Metric Stream will use reasonable efforts to have the Cloud Services available twenty-four (24) hours a day, seven (7) days a week, except as set forth below.5.11 Non-Uptime Hours: Scheduled maintenance windows may occur in Non-Uptime Hours which shall be limited to Sunday Monday between the hours of 6:00 PM to 4:00 AM, Pacific Time.All other times shall be designated as Uptime Hours.",[]
125,Agreement,uptime,uptime,"5.11 Non-Uptime Hours: Scheduled maintenance windows may occur in Non-Uptime Hours which shall be limited to Sunday Monday between the hours of 6:00 PM to 4:00 AM, Pacific Time.All other times shall be designated as Uptime Hours.Up to twelve (12) hours of maintenance may be scheduled in a given week during Non-Uptime Hours.",[]
126,Agreement,uptime,uptime,"All other times shall be designated as Uptime Hours.Up to twelve (12) hours of maintenance may be scheduled in a given week during Non-Uptime Hours.In the event that any maintenance exceeds these limits (i.e., more than twelve (12) Non-Uptiine Hours in a week), then Metric Stream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the proportion of the duration of the time that the maintenance occurred in excess of these limits.",[]
127,Fee,Cloud Fee,Cloud Fee,"Up to twelve (12) hours of maintenance may be scheduled in a given week during Non-Uptime Hours.In the event that any maintenance exceeds these limits (i.e., more than twelve (12) Non-Uptiine Hours in a week), then Metric Stream shall credit to Customer upon Customer's request a pro-rata portion of the monthly Cloud Service fees equal to the proportion of the duration of the time that the maintenance occurred in excess of these limits.During certain circumstances, third party hosting providers may have to schedule maintenance on the network outside of these hours.",[]
128,Agreement,uptime,uptime,"During certain circumstances, third party hosting providers may have to schedule maintenance on the network outside of these hours.Metric Stream will use its best commercial efforts to provide advanced notice to Customer of these network maintenance periods, but maintenance performed by said third party hosting providers will still count as part of the Uptime Hours (and will not be treated as Non-Uptime Hours).5.1.2 Uptime Hours: Metric Stream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours) will not exceed four (4) hours in the aggregate during any monthly billing period.",[]
129,Agreement,uptime,uptime,"Metric Stream will use its best commercial efforts to provide advanced notice to Customer of these network maintenance periods, but maintenance performed by said third party hosting providers will still count as part of the Uptime Hours (and will not be treated as Non-Uptime Hours).5.1.2 Uptime Hours: Metric Stream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours) will not exceed four (4) hours in the aggregate during any monthly billing period.In the event that Downtime exceeds four (4) hours during any monthly billing period, Metric Stream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.",[]
130,Fee,Cloud Fee,Cloud Fee,"5.1.2 Uptime Hours: Metric Stream shall be responsible for ensuring that Downtime (which is defined as unavailability of the Cloud Services during Uptime Hours) will not exceed four (4) hours in the aggregate during any monthly billing period.In the event that Downtime exceeds four (4) hours during any monthly billing period, Metric Stream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% the Cloud Services Fees for that monti.",[]
131,Agreement,uptime,uptime,"In the event that Downtime exceeds four (4) hours during any monthly billing period, Metric Stream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% the Cloud Services Fees for that monti.Page 3    MetricStream .",[]
132,Fee,Cloud Fee,Cloud Fee,"In the event that Downtime exceeds four (4) hours during any monthly billing period, Metric Stream will credit Customer one hour of Cloud Service fees for each period of fifteen (15) minutes of Downtime in excess of four (4) hours during that billing period.If Downtime for a month exceeds 25% of the available Uptime Hours in a month, then Customer may receive credit for 100% the Cloud Services Fees for that monti.Page 3    MetricStream .",[]
133,Legal,Other Order Form Terms,Other Order Form Terms,"In the event that Metric Stream exceeds the four (4) hour monthly Downtime limit set forth herein three times (3x) or more during a rolling twelve (12) month period, then Customer may, at its discretion, terininate the Agreement and any applicable Order Forms, SOWs, exhibits or other attachments upon written notice to MetricStream.Such termination shall be considered a termination for cause.5.2 Network: Metric Stream will use reasonable efforts to ensure that network bandwidth available to Customer for Cloud Services is equal to or exceeds 10Mb/second during all Uptime Hours.",[]
134,Agreement,uptime,uptime,"Such termination shall be considered a termination for cause.5.2 Network: Metric Stream will use reasonable efforts to ensure that network bandwidth available to Customer for Cloud Services is equal to or exceeds 10Mb/second during all Uptime Hours.If available network bandwidth does not meet this threshold during Uptime Hours, the period during which bandwidth is less than 10Mb/second shall be considered Downtime.",[]
135,Agreement,uptime,uptime,"5.2 Network: Metric Stream will use reasonable efforts to ensure that network bandwidth available to Customer for Cloud Services is equal to or exceeds 10Mb/second during all Uptime Hours.If available network bandwidth does not meet this threshold during Uptime Hours, the period during which bandwidth is less than 10Mb/second shall be considered Downtime.5.3 Support Services, 5.3.1 Telephone, online and email Support MetricStream will provide support by telephone, the online support portal, and electronic mail.",[]
136,Person,Metrictream GS Operation Contact,Metrictream GS Operation Contact,"In the event Customer notifies Metric Stream of an Error, Metric Stream shall use reasonable efforts to correct Errors in accordance with the following response times and with as little disruption to the Cloud Services as practicable: (1) Critical Errors.Metric Stream shall, within two (2) hours of the receipt of notice of any Critical Error, contact Customer to verify such Critical Error and begin a resolution process.Upon MetricStream's verification of such Critical Error, Metric Stream will use reasonable efforts to provide a Workaround or Error Correction for such Critical Error as soon as possible.",['Metric Stream']
137,Person,Metrictream GS Operation Contact,Metrictream GS Operation Contact,"(ii) Severe Errors.Metric Stream shall, within four (4) hours of the receipt of notice of any Severe Error, contact Customer to verify such Severe Error and begin a resolution process.Upon Metric Stream's verification of such Severe Error, MetricStream will use reasonable efforts to provide a Workaround or Error Correction for such Severe Error.",['Metric Stream']
138,Legal,SLA,SLA,"Upon Metric Streami's receipt of notice of a Minor Error and upon MetricStream's verification of such Minor Error, Metric Stream will initiate work to provide Error Correction for such Minor Error in the next regular release of the relevant software.Page 4    MetricStream 5.3.2.1 Exclusions from Support Services and SLA.Neither Support Services nor SLA covers services for any failure or defect in the Cloud Services caused by: (a) the improper use, alteration, or damage of the Cloud Services by Customer or persons not authorized by the Company, (b) modifications to the Cloud Services not inade by or at the direction of, Metric Stream; (c) hardware or software not authorized by Metric Stream; (d) use of the Cloud Services on hardware that has not been provided or approved by Metric Streamn; (e) outages, or any performance degradation caused by Customer or by its customers, service providers or contractors; (1) by Customer's failure to comply with MetricStream's operating procedures and documentation, Support performed by Metric Stream related to any of these exclusions will be charged to Customer on a Time and Materials basis at MetricStream's then current rates.",[]
139,Legal,SLA,SLA,"Page 4    MetricStream 5.3.2.1 Exclusions from Support Services and SLA.Neither Support Services nor SLA covers services for any failure or defect in the Cloud Services caused by: (a) the improper use, alteration, or damage of the Cloud Services by Customer or persons not authorized by the Company, (b) modifications to the Cloud Services not inade by or at the direction of, Metric Stream; (c) hardware or software not authorized by Metric Stream; (d) use of the Cloud Services on hardware that has not been provided or approved by Metric Streamn; (e) outages, or any performance degradation caused by Customer or by its customers, service providers or contractors; (1) by Customer's failure to comply with MetricStream's operating procedures and documentation, Support performed by Metric Stream related to any of these exclusions will be charged to Customer on a Time and Materials basis at MetricStream's then current rates.See Exhibit D. Third Party Events.",[]
140,Legal,SLA,SLA,"Metric Stream cannot control events or services outside the Metric Stream System, including actions or inactions of third parties (except for third parties expressly set forth in this Agreement or an Order Form or that are subcontractors engaged by Metric Stream) that impair Customer's connections to the Internet (“Third Party Events"").Accordingly, the SLA does not include or cover any interruption or degradation in service due to such Third Party Events.Force Majeure Events.",[]
141,Legal,SLA,SLA,Force Majeure Events.The SLA does not include or cover any interruption or degradation in service due to a force majeure event.No SLA prior to Notice of Production-Level Cloud Services.,[]
142,Legal,SLA,SLA,The SLA does not include or cover any interruption or degradation in service due to a force majeure event.No SLA prior to Notice of Production-Level Cloud Services.The SLA does not apply prior to the date upon which Metric Stream notifies Customer that the Cloud Services are in production.,[]
143,Legal,SLA,SLA,"No SLA prior to Notice of Production-Level Cloud Services.The SLA does not apply prior to the date upon which Metric Stream notifies Customer that the Cloud Services are in production.Prior to delivery of this notice, Metric Stream will provide limited support to Customer between 9:00 AM and 5:00 PM Pacific Time, Monday through Friday.",[]
144,Product,licensed user count,licensed user count,"Metric Stream will take reasonable precautions consistent with industry best standards and practices to ensure that the security of the Metric Stream System, the Cloud Data, Customer data, and other transmissions through the Metric Stream System is not compromised for any reason.The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.",[]
145,Product,licensed user count,licensed user count,"The Cloud Application shall include an administrative interface which will provide Customer and any other party it may designate, the functionality to add and delete user accounts and associated passwords, as well as define roles, permissions and access rules for each such user account.Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.Customer will issue and administer User access and passwords, including additions, deletions and changes in access levels of Users.",[]
146,Product,licensed user count,licensed user count,"Such roles, permissions and access rules may be assigned to individual user accounts or to a Customer-defined group of user accounts.Customer will issue and administer User access and passwords, including additions, deletions and changes in access levels of Users.The consideration of Information Security is of prime importance in this contract.",[]
147,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,Customer and Metric Stream will ensure in-transit information security by exchanging 1024-bit Customer encryption keys.Metric Stream will not store Customer data on any systems not directly supporting Customer's Cloud solution or for a. term longer than outlined in the contract between Metric Stream and Customer.Metric Stream shall store and process Customer data only in the United States and in accordance with Section 7 of this Agreement.,[]
148,Legal,Client Consent required to assign - Y/N,Client Consent,"Metric Stream will not store Customer data on any systems not directly supporting Customer's Cloud solution or for a. term longer than outlined in the contract between Metric Stream and Customer.Metric Stream shall store and process Customer data only in the United States and in accordance with Section 7 of this Agreement.Metric Stream shall not transfer Customer data to, nor permit access to Customer data from, any other locations, nor change the locations for storage, processing or access of such Customer data, except as and to the extent expressly permitted by this Agreement, or otherwise with the express written consent of Customer, which Customer may withhold in its sole discretion.",[]
149,Legal,Client Consent required to assign - Y/N,Client Consent,"Metric Stream shall store and process Customer data only in the United States and in accordance with Section 7 of this Agreement.Metric Stream shall not transfer Customer data to, nor permit access to Customer data from, any other locations, nor change the locations for storage, processing or access of such Customer data, except as and to the extent expressly permitted by this Agreement, or otherwise with the express written consent of Customer, which Customer may withhold in its sole discretion.While under the control of Metric Stream, Customer data must be secured from Metric Stream employees, business partners and all other parties.",[]
150,Legal,Client Consent required to assign - Y/N,Client Consent,"Metric Stream shall not transfer Customer data to, nor permit access to Customer data from, any other locations, nor change the locations for storage, processing or access of such Customer data, except as and to the extent expressly permitted by this Agreement, or otherwise with the express written consent of Customer, which Customer may withhold in its sole discretion.While under the control of Metric Stream, Customer data must be secured from Metric Stream employees, business partners and all other parties.If there are exceptions to this rule the identity of each party must delivered to and approved by Customer prior to the implementation of any exception.",[]
151,Legal,Client Consent required to assign - Y/N,Client Consent,"If there are exceptions to this rule the identity of each party must delivered to and approved by Customer prior to the implementation of any exception.Changes to this exception list due to the deletion or addition of parties excepted by this rule must be formally requested by MetricStream and approved by Customer before the exception can be implemented.1 Page 5    MetricStream Exhibit C Acceptance Use and Operation Policies ACCEPTABLE USE POLICY (“Policies"") This Acceptable Use Policy specifies the actions prohibited by Metric Stream, Inc. to Users of the Cloud Application.",[]
152,Agreement,breach,breach,"Use of the Cloud Application for transmission, distribution, retrieval, or storage of any information, data, or other material in violation of any applicable law or regulation (including, where applicable any tariff or treaty) is prohibited.This includes, without limitation, the use or transmission of any data or material protected by copyright, trademark, trade secret, patent, or other intellectual property right without proper authorization and the transmission of any material that constitutes an illegal threat, violates export control laws, or is obscene, defamatory, or otherwise unlawful, Network and System Security Violations of system or network security are prohibited, and may result in criminal and civil liability.Metric Stream will investigate incidents involving such violations and may involve and will cooperate with law enforcement if a criminal violation is suspected.",[]
153,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"Use of the Cloud Application for transmission, distribution, retrieval, or storage of any information, data, or other material in violation of any applicable law or regulation (including, where applicable any tariff or treaty) is prohibited.This includes, without limitation, the use or transmission of any data or material protected by copyright, trademark, trade secret, patent, or other intellectual property right without proper authorization and the transmission of any material that constitutes an illegal threat, violates export control laws, or is obscene, defamatory, or otherwise unlawful, Network and System Security Violations of system or network security are prohibited, and may result in criminal and civil liability.Metric Stream will investigate incidents involving such violations and may involve and will cooperate with law enforcement if a criminal violation is suspected.",[]
154,Agreement,breach,breach,"Metric Stream will investigate incidents involving such violations and may involve and will cooperate with law enforcement if a criminal violation is suspected.Examples of system or network security violations include, without limitation, the following: Unauthorized access to or use of data, systems or networks, including any attempt to probe, scan or test the vulnerability of a system or network or to breach security or authentication measures without express authorization of the owner of the system or network.Unauthorized probing and/or scanning of any system without prior consent of the owner or system administrator.",[]
155,Address,Corporate Address,Address,"Forging of any TCP-IP packet header or any part of the header information in an email or a newsgroup posting.Attempt to gain unauthorized access to, or attempt to interfere with or compromise the normal functioning, operation, or security of any network, system, computing facility, equipment, data, or information.Engage in any activities that may interfere with the ability of others to access or use the Service or the Internet.",[]
156,Address,Corporate Address,Address,"You shall identify a representative for the purposes of receiving such communications.Additionally, any data sent to Metric Streamn, Inc., by either the complainant or our client or any other party sending data to us, including but not limited to header information, log file information, alleged abuse, and any personal subscriber or alleged subscriber information, remains the intellectual property of the sender; however, Metric Stream, Inc. may use that information to resolve the dispute, including but not limited to, providing that information to either the complainant, our client, or other party that MetricStream, Inc. decmis as qualified in assisting in the resolution in Page 6    MetricStream such disputes.We also reserve the right to install and use, or to have you install and use, any appropriate devices to prevent violations of these Policies, including devices designed to filter or terminate access to the Cloud Application provided by us.",[]
157,Legal,Other Order Form Terms,Other Order Form Terms,"Additionally, any data sent to Metric Streamn, Inc., by either the complainant or our client or any other party sending data to us, including but not limited to header information, log file information, alleged abuse, and any personal subscriber or alleged subscriber information, remains the intellectual property of the sender; however, Metric Stream, Inc. may use that information to resolve the dispute, including but not limited to, providing that information to either the complainant, our client, or other party that MetricStream, Inc. decmis as qualified in assisting in the resolution in Page 6    MetricStream such disputes.We also reserve the right to install and use, or to have you install and use, any appropriate devices to prevent violations of these Policies, including devices designed to filter or terminate access to the Cloud Application provided by us.*** ..... Page 7    MetricStream Exhibit D: Statement of Work (SOW) Template For Federal Home Loan Bank of Chicago Submitted By Metric Stream, Inc. 2600 East Bayshore Road Palo Alto, CA 94303 Email: kreindl@metricstream.com Date Submitted to Federal Home Loan Bank of Chicago 200 E Randolph Drive, Floor Chicago, IL 60601 Email: Confidentiality Notice This document constitutes confidential information and contains proprietary information belonging to both parties.",[]
158,Address,Corporate Address,Corporate Address,"1.6 Project Scope Scope Inclusions Scope Exclusions 2.Project Assumptions Assumptions for this project include: A change control process (the ""Change Request"" process) shall be in place to address any specific changes.Any changes shall be incorporated only after Metric Stream and Customer agree on the impact of the changes to the project plan, resources and costs.",[]
159,Address,"Customer Corporate Address, Corporate Address","Corporate Address, Customer Corporate Address","1.6 Project Scope Scope Inclusions Scope Exclusions 2.Project Assumptions Assumptions for this project include: A change control process (the ""Change Request"" process) shall be in place to address any specific changes.Any changes shall be incorporated only after Metric Stream and Customer agree on the impact of the changes to the project plan, resources and costs.",[]
160,Fee,Platform Fee,Platform Fee,"The templates shall be the property of the party that provides the agreed upon template.While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.",[]
161,Fee,Support Fee,Support Fee,"The templates shall be the property of the party that provides the agreed upon template.While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.",[]
162,Legal,SLA,SLA,"The templates shall be the property of the party that provides the agreed upon template.While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.",[]
163,Legal,SLA,SLA,"While the Metric Stream platform can support multiple languages, only translations in English are being provided in this proposal.Translations to other languages shall be at additional cost and in a subsequent phase to this implementation.Metric Stream is anticipating using resources from both US and India to complete this project.",[]
164,Financial,Payment term,Payment term,"Metric Stream is anticipating using resources from both US and India to complete this project.Adequacy of Services and Reliance MetricStream represents and warrants that the Services and Deliverables set forth in this SOW are adequate to complete the project based upon the representations of the Customer, and acknowledges and agrees that the Customer has relied on MetricStream's expertise in determining the appropriate Services and Deliverables to complete the project and the scope as set forth in this SOW.Payment Terms Fees Travel and lodging will be billed as set forth in Professional Service fees for this project will be fixed at $ Section 6 of the Agreement.",[]
165,Financial,Payment term,Payment term,"Adequacy of Services and Reliance MetricStream represents and warrants that the Services and Deliverables set forth in this SOW are adequate to complete the project based upon the representations of the Customer, and acknowledges and agrees that the Customer has relied on MetricStream's expertise in determining the appropriate Services and Deliverables to complete the project and the scope as set forth in this SOW.Payment Terms Fees Travel and lodging will be billed as set forth in Professional Service fees for this project will be fixed at $ Section 6 of the Agreement.Should Customer request additional services outside the scope of this implementation, MetricStream and Customer shall mutually agree on the additional effort using our change control process.",[]
166,Legal,Client Consent required to assign - Y/N,Client Consent,"Expenses relating to authorized travel and related lodging shall be billed as incurred No.Milestones % Fees Total 100% MetricStream shall submit invoices to Customer and Customer will pay MetricStream within thirty (30) days of receipt of invoice, in accordance with Section 6 of the Agreement.if Customer reasonably determines that progress on any Services or Deliverables was not met, it shall be entitled to withhold payment of fees, provided that Customer shall promptly pay Metric Stream such withheld fees upon MetrieStream's completion and Customer's acceptance of such Services or Deliverables.",[]
167,Financial,Payment term,Payment term,"Milestones % Fees Total 100% MetricStream shall submit invoices to Customer and Customer will pay MetricStream within thirty (30) days of receipt of invoice, in accordance with Section 6 of the Agreement.if Customer reasonably determines that progress on any Services or Deliverables was not met, it shall be entitled to withhold payment of fees, provided that Customer shall promptly pay Metric Stream such withheld fees upon MetrieStream's completion and Customer's acceptance of such Services or Deliverables.Acceptance and Acceptance Criteria Acceptance criteria at each milestone as suinmarized below.",[]
168,Legal,Client Consent required to assign - Y/N,Client Consent,"Milestones % Fees Total 100% MetricStream shall submit invoices to Customer and Customer will pay MetricStream within thirty (30) days of receipt of invoice, in accordance with Section 6 of the Agreement.if Customer reasonably determines that progress on any Services or Deliverables was not met, it shall be entitled to withhold payment of fees, provided that Customer shall promptly pay Metric Stream such withheld fees upon MetrieStream's completion and Customer's acceptance of such Services or Deliverables.Acceptance and Acceptance Criteria Acceptance criteria at each milestone as suinmarized below.",[]
169,Legal,Client Consent required to assign - Y/N,Client Consent,"Acceptance and Acceptance Criteria Acceptance criteria at each milestone as suinmarized below.Compliance with all technical and functional specifications and requirements, including successful implementation in Customer's designated production environment is included in the acceptance criterion for all software Deliverables.Milestones Kickoff Deliverable Kickoff presentation/data configuration workbooks Sandbox Set-Up & Training Training materials for all.",[]
170,Legal,Client Consent required to assign - Y/N,Client Consent,"Milestones Kickoff Deliverable Kickoff presentation/data configuration workbooks Sandbox Set-Up & Training Training materials for all.delivered solutions, which include system admin training Acceptance Metric Stream has completed the onsite working sessions and the data configuration workbooks have been completed by the Customer.Training completion (train the trainer) of Customer core project leam members and Metric Stream has successfully setup the Customer's sandbox environment Customer signs-off on final configuration workbook, to be used by Metric Stream as the data to be uploaded for setting up Configuration Workbook Sign-Off Workbook on system configuration, as well as data upload templates Page 10    MetricStream UAT Environment Set-Up & User Acceptance Testing, Sign-Off the UAT environment Final UAT sign-off by customer that all testing is completed Set-up of UAT environment for Customer to test system configuration, functionality and performance Use case simulation completion and move to production is ready Production Application Provisioning Production Acceptance Delivery of setup and tested Application modules as defined in this SOW in Custoiner designated production instance Customer has successfully performed use case simulation and certified acceptance in writing.",[]
171,Legal,Client Consent required to assign - Y/N,Client Consent,"delivered solutions, which include system admin training Acceptance Metric Stream has completed the onsite working sessions and the data configuration workbooks have been completed by the Customer.Training completion (train the trainer) of Customer core project leam members and Metric Stream has successfully setup the Customer's sandbox environment Customer signs-off on final configuration workbook, to be used by Metric Stream as the data to be uploaded for setting up Configuration Workbook Sign-Off Workbook on system configuration, as well as data upload templates Page 10    MetricStream UAT Environment Set-Up & User Acceptance Testing, Sign-Off the UAT environment Final UAT sign-off by customer that all testing is completed Set-up of UAT environment for Customer to test system configuration, functionality and performance Use case simulation completion and move to production is ready Production Application Provisioning Production Acceptance Delivery of setup and tested Application modules as defined in this SOW in Custoiner designated production instance Customer has successfully performed use case simulation and certified acceptance in writing.Production instance is validated by Customer as fully functioning in accordance with Application and system specifications and ready for commercial deployment, and Customer has certified acceptance in writing Customer shall be responsible for testing all Application module Deliverables for compliance with all technical and functional specifications.",[]
172,Legal,Client Consent required to assign - Y/N,Client Consent,"Training completion (train the trainer) of Customer core project leam members and Metric Stream has successfully setup the Customer's sandbox environment Customer signs-off on final configuration workbook, to be used by Metric Stream as the data to be uploaded for setting up Configuration Workbook Sign-Off Workbook on system configuration, as well as data upload templates Page 10    MetricStream UAT Environment Set-Up & User Acceptance Testing, Sign-Off the UAT environment Final UAT sign-off by customer that all testing is completed Set-up of UAT environment for Customer to test system configuration, functionality and performance Use case simulation completion and move to production is ready Production Application Provisioning Production Acceptance Delivery of setup and tested Application modules as defined in this SOW in Custoiner designated production instance Customer has successfully performed use case simulation and certified acceptance in writing.Production instance is validated by Customer as fully functioning in accordance with Application and system specifications and ready for commercial deployment, and Customer has certified acceptance in writing Customer shall be responsible for testing all Application module Deliverables for compliance with all technical and functional specifications.In addition to all other delivery and acceptance requirements, in order for the Application to go live, no outstanding blocker or critical UAT defects shall exist.",[]
173,Legal,Client Consent required to assign - Y/N,Client Consent,"In addition to all other delivery and acceptance requirements, in order for the Application to go live, no outstanding blocker or critical UAT defects shall exist.Blocker and critical UAT defects are defined in the following table: Definition Prevents Delivery Severity Blocker Prevents function from being used, no work-around, blocking progress on multiple fronts Prevents function from being used, no work-around Critical Yes Once a Deliverable is complete, MetricStream shall submit such Deliverable for Customer's review and rejection or approval.Within fifteen (15) business days of receipt of such Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such Deliverable in writing.",[]
174,Legal,Client Consent required to assign - Y/N,Client Consent,"Blocker and critical UAT defects are defined in the following table: Definition Prevents Delivery Severity Blocker Prevents function from being used, no work-around, blocking progress on multiple fronts Prevents function from being used, no work-around Critical Yes Once a Deliverable is complete, MetricStream shall submit such Deliverable for Customer's review and rejection or approval.Within fifteen (15) business days of receipt of such Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such Deliverable in writing.Written rejection of a Deliverable shall include written notification of the errors or non-conformance (“Notification""), Upon receipt of written Notification of errors or non-conformance, Metric Stream shall address the reported errors or non- confornance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.",[]
175,Legal,Client Consent required to assign - Y/N,Client Consent,"Written rejection of a Deliverable shall include written notification of the errors or non-conformance (“Notification""), Upon receipt of written Notification of errors or non-conformance, Metric Stream shall address the reported errors or non- confornance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing and Metric Stream shall address the reported errors or non-conformance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing.",[]
176,Legal,Client Consent required to assign - Y/N,Client Consent,"Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing and Metric Stream shall address the reported errors or non-conformance and provide a revised Deliverable within five (5) business days, or as otherwise agreed between the parties.Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing.Written rejection of a revised Deliverable shall include revised Notification if any Deliverable requires more than two revisions, In the alternative, if a workaround exists, that addresses the reasons for Customer rejection of a Deliverable, and is mutually agreed to by the Customer and Metric Stream, then MetricStream and Customer shall continue work on the next Deliverable as defined in the project plan while the reasons for the rejection are addressed.",[]
177,Legal,Client Consent required to assign - Y/N,Client Consent,"Within fifteen (15) business days of receipt of such revised Deliverable, or as otherwise agreed between the parties, Customer shall either accept or reject such revised Deliverable in writing.Written rejection of a revised Deliverable shall include revised Notification if any Deliverable requires more than two revisions, In the alternative, if a workaround exists, that addresses the reasons for Customer rejection of a Deliverable, and is mutually agreed to by the Customer and Metric Stream, then MetricStream and Customer shall continue work on the next Deliverable as defined in the project plan while the reasons for the rejection are addressed.This procedure shall not constitute acceptance of the Deliverable or a waiver of any right Customer may have with regard to such Deliverable, In the event of non-Notification from the Customer within the agreed upon period, the Deliverable shall be deemed accepted.",[]
178,Legal,Client Consent required to assign - Y/N,Client Consent,"Written rejection of a revised Deliverable shall include revised Notification if any Deliverable requires more than two revisions, In the alternative, if a workaround exists, that addresses the reasons for Customer rejection of a Deliverable, and is mutually agreed to by the Customer and Metric Stream, then MetricStream and Customer shall continue work on the next Deliverable as defined in the project plan while the reasons for the rejection are addressed.This procedure shall not constitute acceptance of the Deliverable or a waiver of any right Customer may have with regard to such Deliverable, In the event of non-Notification from the Customer within the agreed upon period, the Deliverable shall be deemed accepted.The parties may modify the above timeframes by mutual agreement.",[]
179,Fee,Support Fee,Support Fee,"Modifications for Delay Except for any event of force majeure as described in Section 9.11 of the Agreement, the parties agree that the following provisions shall apply in the event of certain delays: 1.In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.",[]
